O*NET-SOC Code	Alternate Title	Short Title	Source(s)
49-2094.00	Electrical Maintenance Technician	n/a	02
49-2094.00	Electrical Technician	n/a	02
49-2094.00	Electrician Technician	n/a	09
49-2094.00	Electronic Device Repairer	n/a	10
49-2094.00	Electronic Equipment Repairmen	n/a	08
49-2094.00	Electronic Sales and Service Technician	n/a	08
49-2094.00	Electronics Mechanic Apprentice	n/a	08
49-2094.00	Electronics Technician	n/a	02,10
49-2094.00	Field Service Engineer	n/a	08
49-2094.00	Field Technician	n/a	02
49-2094.00	Heavy Mobile Equipment Repairer	n/a	10
49-2094.00	I&C Tech (Instrument and Control Technician)	I&C Tech	02
49-2094.00	Industrial Aerial Installer	n/a	04
49-2094.00	Industrial Robotics Mechanic	n/a	04
49-2094.00	Instrument and Electrical Technician (I&E Tech)	I&E Tech	02
49-2094.00	Maintenance Technician	n/a	02
49-2094.00	Mechatronics Technician	n/a	03
49-2094.00	Meteorological Equipment Repairer	n/a	08
49-2094.00	Metrology Technician	n/a	03
49-2094.00	Microwave Technician	n/a	04,06
49-2094.00	Missile Pad Mechanic	n/a	04,06
49-2094.00	Plant and Maintenance Technician	n/a	04,06
49-2094.00	Plant Electrician	n/a	09
49-2094.00	Power Generation Equipment Repairer	n/a	10
49-2094.00	Printed Circuit Board Reworker	n/a	08
49-2094.00	Public Address System Mechanic	n/a	04
49-2094.00	Radar Mechanic	n/a	04,06
49-2094.00	Radar Repair and Installation Technician	n/a	04,06
49-2094.00	Radar Repairer	n/a	10
49-2094.00	Radar Technician	n/a	04,06
49-2094.00	Radio Antenna Installer	n/a	04,06
49-2094.00	Radio Interference Expert	n/a	04,06
49-2094.00	Radio Interference Investigator	n/a	06
49-2094.00	Radioactivity Instrument Maintenance Technician	n/a	08
49-2094.00	Repair Technician	n/a	02
49-2094.00	Robotics Mechanic	n/a	04,06
49-2094.00	SCADA Technician (Supervisory Control and Data Acquisition Technician)	SCADA Technician	03
49-2094.00	Scale Technician	n/a	02
49-2094.00	Semiconductor Wafers Probe Test Card Repairer	n/a	08
49-2094.00	Service Technician	n/a	02
49-2094.00	Technical Support Specialist	n/a	02
49-2094.00	Utilities Equipment Repairer	n/a	10
49-2095.00	Apparatus Lineman	n/a	02
49-2095.00	Control Technician	n/a	02
49-2095.00	Corrosion Control Fitter	n/a	08
49-2095.00	Corrosion Technician	n/a	10
49-2095.00	Electrical and Instrumentation Technician (E & I Technician)	E & I Technician	02
49-2095.00	Electrician	n/a	02
49-2095.00	Gear Technician	n/a	10
49-2095.00	Generating Station Mechanic	n/a	04
49-2095.00	Generator Mechanic	n/a	04,06
49-2095.00	Heavy Equipment Technician	n/a	02
49-2095.00	Instrument and Control Technician (I & C Technician)	I & C Technician	02
49-2095.00	Instrument Mechanic	n/a	02
49-2095.00	Instrumentation Fitter	n/a	10
49-2095.00	Lineman	n/a	02
49-2095.00	Meter / Relay Technician	n/a	02
49-2095.00	Meter and Relay Craftsman	n/a	10
49-2095.00	Motor Room Controller	n/a	04,06
49-2095.00	Operations and Maintenance Technician	n/a	02
49-2095.00	Power Maintenance Technician	n/a	02
49-2095.00	Power Transformer Repairer	n/a	04,06
49-2095.00	Powerhouse Electrician	n/a	04,06,08
49-2095.00	Powerhouse Electrician Apprentice	n/a	04,06,08
49-2095.00	Powerhouse Mechanic	n/a	04,06
49-2095.00	Protective Relay Technician	n/a	02,04
49-2095.00	Relay Engineer	n/a	10
49-2095.00	Relay Operator	n/a	09
49-2095.00	Relay Technician	n/a	02,04,06,08
49-2095.00	Repairer, Salvager, Parts	n/a	04,06
49-2095.00	Substation Electrician	n/a	02,04,06,08
49-2095.00	Substation Mechanic	n/a	02,04,06
49-2095.00	Substation Technician	n/a	02
49-2095.00	Substation Wireman	n/a	02
49-2095.00	Switch Gear Technician	n/a	02
49-2095.00	Test Technician	n/a	10
49-2095.00	Transformer Repairer	n/a	04,06
49-2095.00	Wireman	n/a	02
49-2096.00	Assembler	n/a	02
49-2096.00	Auto Electrician	n/a	02,04,06
49-2096.00	Auto Phone Installer	n/a	04,06
49-2096.00	Auto Radio Mechanic	n/a	04,06
49-2096.00	Automatic Window Seat and Top Lift Repairer	n/a	04,06
49-2096.00	Automotive Electrician	n/a	04,06,08
49-2096.00	Automotive Technician	n/a	02
49-2096.00	Burglar Alarm Installer	n/a	04,06
49-2096.00	Car Alarm Installer	n/a	02,04
49-2096.00	Car Audio Installer	n/a	02,09
49-2096.00	Car Electronics Installer	n/a	02
49-2096.00	Car Stereo Installer	n/a	02,04,09
49-2096.00	Electrical Harness Installer	n/a	02
49-2096.00	Electrical Tryout Person	n/a	04,06
49-2096.00	Electrician	n/a	02,04
49-2096.00	Electronic Equipment Installer	n/a	02
49-2096.00	Electronic Technician	n/a	02
49-2096.00	Equipment Installer	n/a	08
49-2096.00	Generator Man	n/a	06
49-2096.00	Generator Rebuilder	n/a	04,06
49-2096.00	Generator Worker	n/a	04
49-2096.00	GPS Car Navigation Installer	n/a	04
49-2096.00	Installation Manager	n/a	02
49-2096.00	Installation Specialist	n/a	10
49-2096.00	Installation Technician	n/a	02
49-2096.00	Installer	n/a	02
49-2096.00	Mechanic	n/a	02
49-2096.00	Mobile Electronics Installation Specialist	n/a	02,04
49-2096.00	Mobile Electronics Installer	n/a	04,06
49-2096.00	Radio Technician	n/a	02
49-2096.00	Security Systems Installer	n/a	04,06
49-2096.00	Tape Deck Installer	n/a	04,06
49-2096.00	Wirer	n/a	04
49-2097.00	Audio Installer	n/a	09
49-2097.00	Audio Video Mechanic	n/a	04,06
49-2097.00	Audio-Video Repairer	n/a	08
49-2097.00	Cable Installation Technician	n/a	02,04
49-2097.00	Dish Network Installer	n/a	02
49-2097.00	Electric Organ Checker	n/a	04,06
49-2097.00	Electric Organ Inspector and Repairer	n/a	08
49-2097.00	Electronic Home Entertainment Equipment Repairer	n/a	04,06
49-2097.00	Electronic Musical Instrument Repairer	n/a	04
49-2097.00	Electronic Organ Mechanic	n/a	04,06
49-2097.00	Electronic Organ Technician	n/a	04,06,08
49-2097.00	Electronic Sales and Service Technician	n/a	04,06
49-2097.00	Electronic Systems Technician (EST)	EST	08
49-2097.00	Electronic Technician	n/a	02
49-2097.00	Electronic Video Games Servicer	n/a	04,06
49-2097.00	Field Service Representative	n/a	02
49-2097.00	Field Service Technician	n/a	02
49-2097.00	Home Stereo Equipment Installer	n/a	04
49-2097.00	Home Theater Experience Expert	n/a	10
49-2097.00	Home Theater Expert	n/a	10
49-2097.00	Home Theater Installer	n/a	02,04
49-2097.00	Home Theater Specialist	n/a	10
49-2097.00	In Shop Service Technician	n/a	02
49-2097.00	Information Transport Systems Technician	n/a	08
49-2097.00	Installer	n/a	02
49-2097.00	Low Voltage Electrician	n/a	02
49-2097.00	Maintenance Engineer	n/a	04,06
49-2097.00	Maintenance Worker	n/a	04
49-2097.00	Mechanic	n/a	04
49-2097.00	Phonograph Mechanic	n/a	04,06
49-2097.00	Radio Repairer	n/a	08
49-2097.00	Repair Technician	n/a	02
49-2097.00	Satellite Dish Installer	n/a	04,06
49-2097.00	Satellite Dish Repairer	n/a	04,06
49-2097.00	Satellite Installer	n/a	02
49-2097.00	Satellite Technician	n/a	02
49-2097.00	Satellite Television Installer	n/a	10
49-2097.00	Service Technician	n/a	02
49-2097.00	Stereo Equipment Installer	n/a	04,06
49-2097.00	Stereo Equipment Repairer	n/a	04,06
49-2097.00	Tape Recorder Mechanic	n/a	04,06
49-2097.00	Tape Recorder Repairer	n/a	08
49-2097.00	Technician	n/a	04
49-2097.00	Television Analyzer	n/a	02
49-2097.00	Television and Radio Repairer	n/a	04,06,08
49-2097.00	Television Installer	n/a	04,06,08
49-2097.00	Television Maintenance Man	n/a	06
49-2097.00	Television Maintenance Worker	n/a	04
49-2097.00	Television Mechanic (TV Mechanic)	TV Mechanic	04,06
49-2097.00	Television Repairer	n/a	04
49-2097.00	Television Repairman	n/a	02
49-2097.00	Television Service Engineer	n/a	04,06
49-2097.00	Television Servicer	n/a	04,06
49-2097.00	Television Technician	n/a	02,04,06
49-2097.00	Video Player Mechanic	n/a	04,06
49-2097.00	Video Recorder Mechanic	n/a	04,06
49-2097.00	Video System Repairer	n/a	04,06
49-2097.00	Video Technician	n/a	02
49-2097.00	Wireless Internet Installer	n/a	02,04
49-2098.00	Alarm Adjuster	n/a	04,06
49-2098.00	Alarm Installer	n/a	10
49-2098.00	Alarm Technician	n/a	02,04,09
49-2098.00	Burglar Alarm Inspector	n/a	04,06
49-2098.00	Burglar Alarm Installer	n/a	04,06
49-2098.00	Burglar Alarm Mechanic	n/a	04,06
49-2098.00	Electrical Fire Alarm Repairer Inspector	n/a	04,06
49-2098.00	Electronic Fire Control Systems Mechanic	n/a	04,06
49-2098.00	Electronics Technician	n/a	10
49-2098.00	Fire Alarm Installer	n/a	04
49-2098.00	Fire Alarm Mechanic	n/a	04,06
49-2098.00	Fire Alarm Technician	n/a	02,04
49-2098.00	Home Fire Alarm Installer	n/a	04,06
49-2098.00	Home Security Alarm Installer	n/a	02,04
49-2098.00	Install Technician	n/a	02
49-2098.00	Installation Technician	n/a	02
49-2098.00	Installer	n/a	02
49-2098.00	Protective Signal Installer	n/a	08
49-2098.00	Protective Signal Repairer	n/a	04,06,08
49-2098.00	Security Alarm Installer	n/a	10
49-2098.00	Security Engineer	n/a	09
49-2098.00	Security Installation Technician	n/a	02
49-2098.00	Security Installer	n/a	02
49-2098.00	Security Systems Installer	n/a	04,06
49-2098.00	Security Systems Technician	n/a	10
49-2098.00	Security Technician	n/a	02,04,06
49-2098.00	Service Technician	n/a	02
49-2098.00	Special Hazards Fire Suppression System Technician	n/a	03
49-2098.00	Surveillance Operator	n/a	10
49-3011.00	A&P Mechanic	n/a	04
49-3011.00	Aircraft Accessories Mechanic	n/a	04,06
49-3011.00	Aircraft Air Conditioning Mechanic	n/a	04,06
49-3011.00	Aircraft Body and Bonded Structure Repairer	n/a	08
49-3011.00	Aircraft Cylinder Mechanic	n/a	04,06
49-3011.00	Aircraft Engine Mechanic	n/a	04,06
49-3011.00	Aircraft Engine Specialist	n/a	04,08
49-3011.00	Aircraft Engine Technician	n/a	04
49-3011.00	Aircraft Magneto Mechanic	n/a	04,06
49-3011.00	Aircraft Maintenance Director	n/a	02
49-3011.00	Aircraft Maintenance Supervisor	n/a	02
49-3011.00	Aircraft Maintenance Technician (Aircraft Maintenance Tech)	Aircraft Maintenance Tech	02,09
49-3011.00	Aircraft Mechanic	n/a	02
49-3011.00	Aircraft Motor Mechanic	n/a	04,06
49-3011.00	Aircraft Pneudraulics Repairer	n/a	10
49-3011.00	Aircraft Powertrain Repairer	n/a	10
49-3011.00	Aircraft Restorer	n/a	02
49-3011.00	Aircraft Rigging and Controls Mechanic	n/a	04,06
49-3011.00	Aircraft Steel Fabricator	n/a	04,06
49-3011.00	Aircraft Structural Repairer	n/a	10
49-3011.00	Aircraft Structure Mechanic	n/a	04,06
49-3011.00	Aircraft Technician	n/a	02
49-3011.00	Aircraft Worker	n/a	06
49-3011.00	Airframe and Powerplant Mechanic (A and P Mechanic)	A and P Mechanic	02,04,08
49-3011.00	Airframe and Powerplant Mechanic Apprentice	n/a	08
49-3011.00	Airframe and Powerplant Technician (A and P Technicians)	A and P Technicians	10
49-3011.00	Airframe Technician	n/a	04,06
49-3011.00	Airline Mechanic	n/a	09
49-3011.00	Airplane Mechanic	n/a	04,06
49-3011.00	Airplane Mechanic Apprentice	n/a	06
49-3011.00	Airplane Rigger	n/a	04,06
49-3011.00	Airplane Technician	n/a	09
49-3011.00	Airplane Tester	n/a	04,06
49-3011.00	Aviation Maintenance Technician (AMT)	AMT	02,09
49-3011.00	Aviation Mechanic	n/a	02,09
49-3011.00	Aviation Support Equipment Repairer	n/a	04,06
49-3011.00	Burnisher and Bumper	n/a	04,06
49-3011.00	Carburetor Expert	n/a	04,06
49-3011.00	Carburetor Specialist	n/a	04,06
49-3011.00	Dinkey Engine Mechanic	n/a	06
49-3011.00	Engine Installer	n/a	04,06
49-3011.00	Engineman	n/a	06
49-3011.00	Experimental Aircraft Mechanic	n/a	08
49-3011.00	Experimental Rocketsled Mechanic	n/a	08
49-3011.00	FAA Certified Powerplant Mechanic	n/a	04
49-3011.00	Flight Test Mechanic	n/a	04,06
49-3011.00	Flight Test Shop Mechanic	n/a	04,06
49-3011.00	Fuel System Maintenance Worker	n/a	04,06
49-3011.00	Heat and Vent Aircraft Mechanic	n/a	04,06
49-3011.00	Helicopter Mechanic	n/a	02,04
49-3011.00	Hydraulic Mechanic	n/a	06
49-3011.00	Ignition Mechanic	n/a	04,06
49-3011.00	Jet Aircraft Servicer	n/a	04,06
49-3011.00	Jet Engine Mechanic	n/a	04,09
49-3011.00	Jet Mechanic	n/a	04,06
49-3011.00	Landing Gear Mechanic	n/a	04,06
49-3011.00	Launching Pad Mechanic	n/a	04,06
49-3011.00	Magneto Electrician	n/a	04,06
49-3011.00	Mechanical Developer Prover	n/a	04,06
49-3011.00	Metal Fabricator	n/a	04
49-3011.00	Missile Mechanic	n/a	04,06
49-3011.00	Pneudraulic Systems Mechanic	n/a	03
49-3011.00	Power Plant Installer	n/a	04,06
49-3011.00	Preflight Mechanic	n/a	04,06
49-3011.00	Propeller Mechanic	n/a	04,06
49-3011.00	Propeller-Driven Airplane Mechanic	n/a	04
49-3011.00	Rocket Engine Component Mechanic	n/a	08
49-3011.00	Rocket Engine Mechanic	n/a	04,06
49-3011.00	Rotor Blade Installer	n/a	04,06
49-3011.00	Supercharger Mechanic	n/a	04,06
49-3011.00	Trouble Shooter	n/a	04
49-3011.00	Utility Helicopter Repairer	n/a	10
49-3011.00	Vacuum System Tester	n/a	04,06
49-3011.00	X Ray Examiner of Aircraft	n/a	04,06
49-3021.00	Antique Automobiles Repairer	n/a	04,06
49-3021.00	Auto Body Builder Apprentice	n/a	04,06
49-3021.00	Auto Body Customizer	n/a	04,06
49-3021.00	Auto Body Detailer	n/a	08
49-3021.00	Auto Body Man	n/a	02
49-3021.00	Auto Body Mechanic	n/a	04,06
49-3021.00	Auto Body Mechanic Apprentice	n/a	04,06
49-3021.00	Auto Body Painter	n/a	02,09
49-3021.00	Auto Body Repair Technician	n/a	02
49-3021.00	Auto Body Repairer	n/a	02,06
49-3021.00	Auto Body Repairman	n/a	02
49-3021.00	Auto Body Service Mechanic	n/a	04,06
49-3021.00	Auto Body Straightener	n/a	04,06
49-3021.00	Auto Body Technician	n/a	02,04
49-3021.00	Auto Body Worker	n/a	04,06
49-3021.00	Auto Bumper Mechanic	n/a	04,06
49-3021.00	Auto Bumper Straightener	n/a	04,06
49-3021.00	Auto Customize Painter	n/a	04,06
49-3021.00	Auto Rebuilder	n/a	04,06
49-3021.00	Auto Refinisher	n/a	04,06
49-3021.00	Auto Seat Cover Installer	n/a	04,06
49-3021.00	Auto Slip Cover Installer	n/a	04,06
49-3021.00	Auto Technician	n/a	08
49-3021.00	Auto Vinyl Top Installer	n/a	04,06
49-3021.00	Autobody Technician	n/a	02
49-3021.00	Automobile Body Customizer	n/a	08
49-3021.00	Automobile Body Repairer	n/a	08
49-3021.00	Automobile Painter	n/a	09
49-3021.00	Automotive Metalsmith	n/a	04,06
49-3021.00	Automotive Painter	n/a	02
49-3021.00	Automotive Refinisher	n/a	02
49-3021.00	Body and Fender Mechanic	n/a	04,06
49-3021.00	Body and Fender Mechanic Apprentice	n/a	04,06
49-3021.00	Body and Fender Worker	n/a	04,06
49-3021.00	Body and Frame Man	n/a	02
49-3021.00	Body and Frame Technician	n/a	02,04
49-3021.00	Body Builder Apprentice	n/a	04,06
49-3021.00	Body Bumper	n/a	04,06
49-3021.00	Body Man	n/a	02
49-3021.00	Body Mechanic	n/a	04,06
49-3021.00	Body Mechanic Apprentice	n/a	04,06
49-3021.00	Body Painter	n/a	04,06
49-3021.00	Body Repairer	n/a	02
49-3021.00	Body Sander	n/a	04,06
49-3021.00	Body Shop Floorperson	n/a	04,06
49-3021.00	Body Shop Worker	n/a	04,06
49-3021.00	Body Specialist	n/a	04,06
49-3021.00	Body Straightener	n/a	04,06
49-3021.00	Body Technician	n/a	02
49-3021.00	Body Work Auto Trimmer	n/a	04,06
49-3021.00	Body Worker	n/a	04,06
49-3021.00	Bumper	n/a	04,06
49-3021.00	Bumper and Painter	n/a	04,06
49-3021.00	Bumper Straightener	n/a	04,06
49-3021.00	Car Body Mechanic	n/a	04,06
49-3021.00	Car Customizer	n/a	09
49-3021.00	Car Refinisher	n/a	04,06
49-3021.00	Collision Mechanic	n/a	04,06
49-3021.00	Collision Repair Technician	n/a	02
49-3021.00	Collision Technician	n/a	02,09
49-3021.00	Collision Worker	n/a	04,06
49-3021.00	Custom Car Builder	n/a	09
49-3021.00	Dinger	n/a	04,06
49-3021.00	Fender Mechanic	n/a	04,06
49-3021.00	Fender Mechanic Apprentice	n/a	04,06
49-3021.00	Fender Repairer	n/a	04,06
49-3021.00	Fiberglass Autobody Repairer	n/a	08
49-3021.00	Frame Straightener	n/a	04,06
49-3021.00	Mechanical and Auto Body Car Checker	n/a	04,06
49-3021.00	Metal Bumper	n/a	04,06
49-3021.00	Metal Worker	n/a	04,06
49-3021.00	Painter and Body Mechanic Apprentice	n/a	04,06
49-3021.00	Painter and Body Work	n/a	04,06
49-3021.00	Painter Apprentice	n/a	08
49-3021.00	Paintless Dent Repair Technician	n/a	02
49-3021.00	Panel Beater	n/a	09
49-3021.00	Rattle, Leak, and Squeak Repairer	n/a	04,06
49-3021.00	Refinish Technician	n/a	02
49-3021.00	Repair Technician	n/a	10
49-3021.00	Service Mechanic	n/a	08
49-3021.00	Shop Assistant	n/a	09
49-3021.00	Shop Technician	n/a	10
49-3021.00	Trim Mechanic	n/a	04,06
49-3021.00	Truck Body Builder	n/a	04,06
49-3021.00	Truck Body Builder Apprentice	n/a	04,06
49-3021.00	Truck Body Repairer	n/a	04,06
49-3021.00	Vehicle Body Sander	n/a	04
49-3022.00	Automotive Glass Installer (Auto Glass Installer)	Auto Glass Installer	02,04,06
49-3022.00	Automotive Glass Mechanic (Auto Glass Mechanic)	Auto Glass Mechanic	04,06
49-3022.00	Automotive Glass Specialist (Auto Glass Specialist)	Auto Glass Specialist	10
49-3022.00	Automotive Glass Technician (Auto Glass Technician)	Auto Glass Technician	02,04
49-3022.00	Automotive Glazier (Auto Glazier)	Auto Glazier	02,04
49-3022.00	Automotive Window Tinter	n/a	10
49-3022.00	Glass Fitter	n/a	04,06
49-3022.00	Glass Installer	n/a	02,04,06,08
49-3022.00	Glass Installer Technician	n/a	02
49-3022.00	Glass Setter	n/a	04,06
49-3022.00	Glass Technician	n/a	02
49-3022.00	Glass Technician/Installer	n/a	02
49-3022.00	Master Automotive Glass Technician (Master Auto Glass Technician)	Master Auto Glass Technician	02
49-3022.00	Vehicle Glass Technician	n/a	10
49-3022.00	Window Installer	n/a	04,06
49-3022.00	Window Tinter	n/a	10
49-3022.00	Windshield Installer	n/a	02,04,06
49-3022.00	Windshield Repair Technician	n/a	02,04
49-3022.00	Windshield Technician	n/a	10
49-3023.00	Auto Clutch Rebuilder	n/a	04
49-3023.00	Auto Clutch Specialist	n/a	04
49-3023.00	Auto Radiator Specialist	n/a	04
49-3023.00	Auto Suspension and Steering Mechanic	n/a	04
49-3023.00	Auto Transmission Specialist	n/a	04
49-3023.00	Automotive Alignment Specialist	n/a	04
49-3023.00	Automotive Brake Adjuster	n/a	04
49-3023.00	Automotive Brake Specialist	n/a	04
49-3023.00	Automotive Brake Technician	n/a	04
49-3023.00	Automotive Fuel Injection Servicer	n/a	04
49-3023.00	Automotive Fuel Systems Converter	n/a	04
49-3023.00	Automotive Specialty Technician	n/a	04
49-3023.00	Hybrid Car Mechanic	n/a	04
49-3023.00	Motor Tune-Up Specialist	n/a	04
49-3023.01	Ambulance Mechanic	n/a	04,06
49-3023.01	ASE Master Mechanic (Automotive Service Excellence Master Mechanic)	ASE Master Mechanic	02
49-3023.01	Auto Bench Mechanic	n/a	04,06
49-3023.01	Auto Garage Mechanic	n/a	04,06
49-3023.01	Auto Mechanic	n/a	02
49-3023.01	Auto Motor Mechanic	n/a	04,06
49-3023.01	Auto Overhauler	n/a	04,06
49-3023.01	Auto Rebuilder	n/a	04,06
49-3023.01	Auto Technician	n/a	02
49-3023.01	Auto Transmission Mechanic	n/a	04,06
49-3023.01	Auto Tune Up Mechanic	n/a	04,06
49-3023.01	Auto, Automobile, or Automotive Technician	n/a	04,06
49-3023.01	Automobile Mechanic	n/a	08
49-3023.01	Automobile Mechanic Apprentice	n/a	08
49-3023.01	Automobile Service Advisor	n/a	09
49-3023.01	Automobile Technician	n/a	02
49-3023.01	Automotive Drivability Technician	n/a	02
49-3023.01	Automotive Engineer	n/a	04,06
49-3023.01	Automotive Mechanic	n/a	04,06
49-3023.01	Automotive Repair Technician	n/a	09
49-3023.01	Automotive Service Technician	n/a	02
49-3023.01	Automotive Technician	n/a	02
49-3023.01	Autos Disassembler	n/a	04,06
49-3023.01	Car Mechanic	n/a	04,06
49-3023.01	Certified ASE Master Automotive Technician (Certified Automotive Service Excellence Master Automotive Technician)	Certified ASE Master Automotive Technician	02
49-3023.01	Certified Technician	n/a	10
49-3023.01	Diesel Mechanic	n/a	02
49-3023.01	Experimental Mechanic	n/a	04
49-3023.01	Experimental Worker	n/a	04
49-3023.01	Gear Changer	n/a	04,06
49-3023.01	Heavy Duty Mechanic	n/a	09
49-3023.01	Heavy Repairer	n/a	08
49-3023.01	Heavy Truck Mechanic	n/a	09
49-3023.01	Jeep Mechanic	n/a	09
49-3023.01	Make Ready Mechanic	n/a	04,06
49-3023.01	Master Automotive Technician	n/a	02
49-3023.01	Master Technician	n/a	02
