O*NET-SOC Code	Reported Job Title	Shown in My Next Move
39-6011.00	Doorman	N
39-6011.00	Ground Support Agent	N
39-6011.00	Sky Cap	Y
39-6011.00	Skycap	Y
39-6011.00	Valet	Y
39-6012.00	Activities Concierge	N
39-6012.00	Chef Concierge	Y
39-6012.00	Chief Concierge	N
39-6012.00	Club Concierge	N
39-6012.00	Concierge	Y
39-6012.00	Conference Concierge	N
39-6012.00	Guest Service Agent	Y
39-6012.00	Guest Service Supervisor	N
39-6012.00	Hotel Concierge	N
39-6012.00	Lobby Concierge	Y
39-7011.00	Discovery Guide	N
39-7011.00	Docent	Y
39-7011.00	Guide	N
39-7011.00	Historical Interpreter	Y
39-7011.00	Interpreter	N
39-7011.00	Museum Docent	N
39-7011.00	Museum Educator	N
39-7011.00	Museum Guide	Y
39-7011.00	Science Interpreter	N
39-7011.00	Tour Guide	Y
39-7012.00	Cruise Counselor	N
39-7012.00	Guide	Y
39-7012.00	Mountain Bike Guide	N
39-7012.00	River Guide	N
39-7012.00	Tour Coordinator	N
39-7012.00	Tour Director	Y
39-7012.00	Tour Escort	Y
39-7012.00	Tour Manager	Y
39-7012.00	Tour Operator	N
39-7012.00	Tours Captain	N
39-9011.00	Before and After School Daycare Worker	N
39-9011.00	Child Care Provider	Y
39-9011.00	Child Care Teacher	N
39-9011.00	Child Care Worker	Y
39-9011.00	Child Caregiver	Y
39-9011.00	Childcare Worker	Y
39-9011.00	Infant and Toddler Teacher	N
39-9011.00	Infant Teacher	N
39-9011.00	Teacher Assistant	N
39-9011.00	Toddler Teacher	N
39-9011.01	Nanny	Y
39-9011.01	Nanny/Household Manager	Y
39-9021.00	Caregiver	Y
39-9021.00	Certified Nursing Assistant (CNA)	Y
39-9021.00	Home Care Aide	Y
39-9021.00	Home Health Care Provider	N
39-9021.00	Medication Aide	N
39-9021.00	Patient Care Assistant (PCA)	N
39-9021.00	Personal Care Aide	Y
39-9021.00	Personal Care Assistant (PCA)	N
39-9021.00	Personal Care Attendant (PCA)	N
39-9021.00	Resident Care Assistant (RCA)	N
39-9031.00	Aerobics Instructor	Y
39-9031.00	Fitness Coordinator	N
39-9031.00	Fitness Director	N
39-9031.00	Fitness Instructor	Y
39-9031.00	Fitness Specialist	N
39-9031.00	Fitness Trainer	N
39-9031.00	Group Exercise Instructor	N
39-9031.00	Group Fitness Instructor	Y
39-9031.00	Personal Trainer	Y
39-9031.00	Yoga Instructor	N
39-9032.00	Activities Assistant	Y
39-9032.00	Activities Coordinator	N
39-9032.00	Activities Director	Y
39-9032.00	Activity Aide	N
39-9032.00	Activity Assistant	N
39-9032.00	Activity Director	N
39-9032.00	Program Assistant	N
39-9032.00	Recreation Assistant	Y
39-9032.00	Recreation Specialist	N
39-9032.00	Recreation Supervisor	Y
39-9041.00	Hall Coordinator	N
39-9041.00	Residence Director	N
39-9041.00	Residence Hall Director	Y
39-9041.00	Residence Life Coordinator	N
39-9041.00	Residence Life Director	Y
39-9041.00	Resident Advisor	N
39-9041.00	Resident Assistant	Y
39-9041.00	Resident Director	Y
39-9041.00	Residential Life Director	N
39-9041.00	Unit Coordinator	N
41-1011.00	Assistant Manager	Y
41-1011.00	Assistant Store Manager	N
41-1011.00	Bakery Manager	N
41-1011.00	Deli Manager	N
41-1011.00	Department Manager	Y
41-1011.00	Manager	Y
41-1011.00	Meat Department Manager	N
41-1011.00	Office Manager	N
41-1011.00	Shift Manager	N
41-1011.00	Store Manager	Y
41-1012.00	Area Sales Manager	N
41-1012.00	Branch Manager	Y
41-1012.00	Director	N
41-1012.00	District Sales Manager	Y
41-1012.00	Inside Sales Manager	Y
41-1012.00	Manager	N
41-1012.00	Outside Sales Manager	N
41-1012.00	Sales Manager	Y
41-1012.00	Sales Supervisor	N
41-1012.00	Vice President of Sales	N
41-2011.00	Admissions Gate Attendant	N
41-2011.00	Cashier	Y
41-2011.00	Central Aisle Cashier	N
41-2011.00	Checker	Y
41-2011.00	Clerk	Y
41-2011.00	Customer Assistant	N
41-2011.00	Customer Service Representative (CSR)	N
41-2011.00	Mutuel Clerk	N
41-2011.00	Sales Associate	Y
41-2011.00	Toll Collector	N
41-2012.00	Booth Cashier	N
41-2012.00	Cage Cashier	Y
41-2012.00	Cashier	Y
41-2012.00	Casino Banker	N
41-2012.00	Casino Cage Manager	N
41-2012.00	Casino Cashier	N
41-2012.00	Change Person	Y
41-2012.00	Slot Attendant	Y
41-2012.00	Slot Floor Person	N
41-2012.00	Slot Technician	N
41-2021.00	Cashier	N
41-2021.00	Clerk	Y
41-2021.00	Counter Clerk	Y
41-2021.00	Crew Member	N
41-2021.00	Customer Service Associate (CSA)	N
41-2021.00	Customer Service Representative (CSR)	Y
41-2021.00	Leasing Consultant	N
41-2021.00	Rental Agent	Y
41-2021.00	Sales Clerk	N
41-2021.00	Video Clerk	N
41-2022.00	Parts Advisor	N
41-2022.00	Parts Clerk	Y
41-2022.00	Parts Consultant	N
41-2022.00	Parts Counter Sales Person	N
41-2022.00	Parts Counterperson	N
41-2022.00	Parts Manager	Y
41-2022.00	Parts Person	N
41-2022.00	Parts Salesman	N
41-2022.00	Parts Salesperson	Y
41-2022.00	Parts Specialist	Y
41-2031.00	Bridal Consultant	N
41-2031.00	Clerk	N
41-2031.00	Customer Assistant	N
41-2031.00	Design Consultant	N
41-2031.00	Sales Associate	Y
41-2031.00	Sales Clerk	Y
41-2031.00	Sales Consultant	Y
41-2031.00	Sales Person	Y
41-2031.00	Sales Representative	N
41-2031.00	Salesman	N
41-3011.00	Account Executive	Y
41-3011.00	Account Manager	Y
41-3011.00	Advertising Account Executive	Y
41-3011.00	Advertising Account Representative	N
41-3011.00	Advertising Consultant	N
41-3011.00	Advertising Representative	N
41-3011.00	Advertising Sales Representative	Y
41-3011.00	Directory Advertising Sales Representative	N
41-3011.00	Marketing Consultant	N
41-3011.00	Sales Representative	N
41-3021.00	Account Executive	N
41-3021.00	Account Manager	N
41-3021.00	Agent	Y
41-3021.00	Insurance Agent	Y
41-3021.00	Insurance Broker	Y
41-3021.00	Insurance Sales Agent	N
41-3021.00	Producer	N
41-3021.00	Sales Agent	Y
41-3021.00	Sales Representative	N
41-3021.00	Underwriting Sales Representative	N
41-3031.01	Account Executive	N
41-3031.01	Financial Consultant	Y
41-3031.01	Financial Representative	N
41-3031.01	Investment Advisor	Y
41-3031.01	Investment Consultant	N
41-3031.01	Investment Executive	N
41-3031.01	Investment Representative	N
41-3031.01	Investment Specialist	Y
41-3031.01	Registered Representative	Y
41-3031.01	Stock Broker	N
41-3031.02	Client Manager	N
41-3031.02	Financial Consultant	Y
41-3031.02	Financial Services Representative	N
41-3031.02	Financial Specialist	Y
41-3031.02	Investment Officer	N
41-3031.02	Personal Banker	Y
41-3031.02	Registered Representative	N
41-3031.02	Relationship Banker	N
41-3031.02	Relationship Manager	Y
41-3031.02	Select Banker	N
41-3031.03	Broker	Y
41-3031.03	Corporate Bond Trader	N
41-3031.03	Equity Trader	Y
41-3031.03	Fixed Income Director	N
41-3031.03	Fixed Income Trading Vice President	N
41-3031.03	Investment Trader	N
41-3031.03	Option Trader	Y
41-3031.03	Options Trader	N
41-3031.03	Securities Lending Trader	N
41-3031.03	Trader	Y
41-3041.00	Auto Travel Counselor	Y
41-3041.00	Travel Agent	Y
41-3041.00	Travel Consultant	Y
41-3041.00	Travel Counselor	Y
41-3099.01	Broker	Y
41-3099.01	Commodities Broker	N
41-3099.01	Electricity Trader	Y
41-3099.01	Energy Scheduler	Y
41-3099.01	Energy Trader	Y
41-3099.01	Real Time Trader	N
41-3099.01	Senior Energy Market Coordinator	N
41-3099.01	Senior Energy Trader	N
41-3099.01	Senior Power Scheduler	N
41-3099.01	Supply Manager	N
41-4011.00	Account Development Manager	N
41-4011.00	Account Executive	N
41-4011.00	Account Manager	Y
41-4011.00	Channel Sales Director	N
41-4011.00	Distribution Sales Manager	N
41-4011.00	Inside Sales Representative	Y
41-4011.00	Marketing Representative	N
41-4011.00	Sales Director	N
41-4011.00	Sales Manager	Y
41-4011.00	Sales Representative	Y
41-4011.07	Commercial Sales Manager	Y
41-4011.07	Energy Consultant	Y
41-4011.07	Sales	Y
41-4011.07	Sales Associate	N
41-4011.07	Sales Manager	N
41-4011.07	Sales Rep	N
41-4011.07	Sales Representative	N
41-4011.07	Salesman	N
41-4011.07	Solar Consultant	N
41-4011.07	Solar Sales Representative	Y
41-4012.00	Account Executive	N
41-4012.00	Account Manager	Y
41-4012.00	Outside Sales	Y
41-4012.00	Outside Sales Representative	N
41-4012.00	Sales	N
41-4012.00	Sales Consultant	N
41-4012.00	Sales Director	N
41-4012.00	Sales Rep	Y
41-4012.00	Sales Representative	Y
41-4012.00	Salesman	N
41-9011.00	Demonstrator	Y
41-9011.00	Event Specialist	N
41-9011.00	Field Merchandiser	N
41-9011.00	Food Demonstrator	N
41-9011.00	In Store Demonstrator	Y
41-9011.00	Merchandiser	Y
41-9011.00	Product Ambassador	N
41-9011.00	Product Demonstrator	Y
41-9012.00	Art Class Model	N
41-9012.00	Art Model	Y
41-9012.00	Artist's Model	Y
41-9012.00	Fashion Model	N
41-9012.00	Figure Model	Y
41-9012.00	Fine Arts Model	N
41-9012.00	Model	Y
41-9012.00	Nude Model	N
41-9012.00	Studio Model	N
41-9012.00	Undraped Artist Model	N
41-9021.00	Broker	Y
41-9021.00	Broker Assistant	N
41-9021.00	Broker Associate	N
41-9021.00	Designated Broker	N
41-9021.00	Managing Broker	Y
41-9021.00	Real Estate Associate	N
41-9021.00	Real Estate Broker	Y
41-9021.00	Real Estate Sales Associate	N
41-9021.00	Realtor	Y
41-9021.00	Supervising Broker	N
41-9022.00	Associate Broker	Y
41-9022.00	Broker Associate	N
41-9022.00	Broker in Charge	N
41-9022.00	Real Estate Agent	Y
41-9022.00	Real Estate Broker	Y
41-9022.00	Real Estate Broker Associate	N
41-9022.00	Real Estate Salesperson	N
41-9022.00	Realtor	Y
41-9022.00	Sales Agent	N
41-9031.00	Account Executive	Y
41-9031.00	Account Manager	Y
41-9031.00	Customer Engagement Manager	Y
41-9031.00	Product Manager	N
41-9031.00	Product Sales Engineer	N
41-9031.00	Sales Engineer	N
41-9031.00	Sales Engineer, Account Manager	N
41-9031.00	Sales Engineer, Engineered Products	N
41-9031.00	Senior Sales Engineer	N
41-9031.00	Technical Sales Engineer	Y
41-9041.00	Telemarketer	Y
41-9041.00	Telemarketing Sales Representative	N
41-9041.00	Telephone Sales Representative (TSR)	Y
41-9041.00	Telephone Service Representative (TSR)	Y
41-9041.00	Telesales Representative	Y
41-9041.00	Telesales Specialist	N
41-9091.00	Demonstrator	Y
41-9091.00	Independent Beauty Consultant	Y
41-9091.00	Independent Distributor	Y
41-9091.00	Independent Jeweler	N
41-9091.00	Independent Sales Representative	Y
41-9091.00	Sales Representative	N
41-9091.00	Street Vendor	N
43-1011.00	Accounting Manager	Y
43-1011.00	Accounts Payable Supervisor	N
43-1011.00	Accounts Receivable Manager	N
43-1011.00	Administrative Supervisor	N
43-1011.00	Customer Service Manager	Y
43-1011.00	Customer Service Supervisor	Y
43-1011.00	Office Coordinator	N
43-1011.00	Office Manager	Y
43-1011.00	Office Supervisor	N
43-1011.00	Staff Services Manager	N
43-2011.00	CBX Operator	N
43-2011.00	Communication Specialist	N
43-2011.00	Information Specialist	N
43-2011.00	Operator	Y
43-2011.00	PBX Operator (Private Branch Exchange Operator)	Y
43-2011.00	Switchboard Operator	Y
43-2011.00	Switchboard Operator, Receptionist	N
43-2011.00	Telecommunications Clerk	N
43-2011.00	Telecommunications Operator	N
43-2011.00	Telephone Operator	Y
43-2021.00	411 Directory Assistance Operator	N
43-2021.00	Customer Service Assistant	Y
43-2021.00	Directory Assistance Operator	Y
43-2021.00	Information Specialist	N
43-2021.00	Live Source Operator	N
43-2021.00	Long Distance Operator (LD Operator)	N
43-2021.00	Operator	Y
43-2021.00	Telecommunications Operator	N
43-2021.00	Telephone Operator	Y
43-2021.00	Toll Operator	N
43-3011.00	Account Representative	Y
43-3011.00	Accounts Receivable Specialist	N
43-3011.00	Biller	N
43-3011.00	Collections Manager	N
43-3011.00	Collector	Y
43-3011.00	Credit Clerk	N
43-3011.00	Debt Collector	Y
43-3011.00	Patient Access Specialist	N
43-3011.00	Patient Account Representative	Y
43-3011.00	Telephone Collector	N
43-3021.00	Accounts Payable Associate	N
43-3021.00	Accounts Payable Clerk	N
43-3021.00	Accounts Payable Coordinator	N
43-3021.00	Accounts Receivable Coordinater	N
43-3021.00	Administrative Assistant	N
43-3021.00	Bookkeeper	N
43-3021.00	Cost Accounting Clerk	N
43-3021.00	Credit Analyst	N
43-3021.01	Account Services Representative	N
43-3021.01	Bookkeeping Assistant	N
43-3021.01	Data Processor	Y
43-3021.01	Item Processing Clerk	Y
43-3021.01	Operations Clerk	N
43-3021.01	Reconciling Clerk	N
43-3021.01	Statement Clerk	Y
43-3021.01	Statement Distribution Clerk	Y
43-3021.01	Statement Processor	N
43-3021.01	Statement Services Representative	N
43-3021.02	Accounting Assistant	N
43-3021.02	Accounting Clerk	N
43-3021.02	Accounts Payable Clerk	Y
43-3021.02	Accounts Receivable Clerk	N
43-3021.02	Administrative Assistant	N
43-3021.02	Biller	N
43-3021.02	Billing Clerk	Y
43-3021.02	Billing Coordinator	Y
43-3021.02	Billing Specialist	N
43-3021.02	Office Manager	Y
43-3031.00	Account Clerk	N
43-3031.00	Account Receivable Clerk	N
43-3031.00	Accounting Assistant	Y
43-3031.00	Accounting Associate	N
43-3031.00	Accounting Clerk	Y
43-3031.00	Accounts Payable Clerk	N
43-3031.00	Accounts Payable Specialist	N
43-3031.00	Accounts Payables Clerk	Y
43-3031.00	Accounts Receivable Clerk	N
43-3031.00	Bookkeeper	Y
43-3041.00	Cage Cashier	Y
43-3041.00	Cage Manager	N
43-3041.00	Cage Supervisor	Y
43-3041.00	Cage/Vault Supervisor	N
43-3041.00	Casino Cage Cashier	N
43-3041.00	Casino Cashier	Y
43-3041.00	Casino Cashier Manager	N
43-3041.00	Gaming Cage Worker	N
43-3041.00	Gaming Cashier	Y
43-3041.00	Mutuel Clerk	N
43-3051.00	Accounting Technician	N
43-3051.00	Payroll Administrator	Y
43-3051.00	Payroll and Benefits Specialist	N
43-3051.00	Payroll Assistant	N
43-3051.00	Payroll Clerk	Y
43-3051.00	Payroll Coordinator	Y
43-3051.00	Payroll Representative	N
43-3051.00	Payroll Specialist	Y
43-3051.00	Payroll Technician	N
43-3051.00	Personnel Assistant	N
43-3061.00	Buyer	N
43-3061.00	Procurement Assistant	N
43-3061.00	Procurement Officer	N
43-3061.00	Procurement Specialist	Y
43-3061.00	Procurement Technician	Y
43-3061.00	Purchasing Assistant	Y
43-3061.00	Purchasing Associate	N
43-3061.00	Purchasing Clerk	Y
43-3061.00	Purchasing Specialist	N
43-3061.00	Warehouse Clerk	N
43-3071.00	Account Representative	N
43-3071.00	Bank Teller	Y
43-3071.00	Customer Relationship Specialist	N
43-3071.00	Customer Service Associate (CSA)	N
43-3071.00	Customer Service Representative (CSR)	Y
43-3071.00	Member Services Representative	Y
43-3071.00	Personal Banking Representative	N
43-3071.00	Roving Teller	N
43-3071.00	Teller	Y
43-3071.00	Teller Coordinator	N
43-4011.00	Account Administrator	N
43-4011.00	Client Associate	N
43-4011.00	Client Service Associate	N
43-4011.00	Operations Clerk	N
43-4011.00	Operations Coordinator	N
43-4011.00	Registered Account Administrator	N
43-4011.00	Registered Sales Assistant	Y
43-4011.00	Sales Assistant	Y
43-4011.00	Sales Trader	Y
43-4011.00	Trading Assistant	Y
43-4021.00	Beneficiary Correspondent	N
43-4021.00	Chargeback Specialist	N
43-4021.00	Claims Correspondence Clerk	N
43-4021.00	Correspondence Clerk	Y
43-4021.00	Correspondence Coordinator	Y
43-4021.00	Correspondence Representative	Y
43-4021.00	Correspondent	N
43-4021.00	Dispute Resolution Analyst	Y
43-4021.00	Dispute Specialist	N
43-4021.00	Medicare Correspondence Representative	N
43-4031.01	Case Manager	N
43-4031.01	Circuit Court Clerk	N
43-4031.01	Clerk	N
43-4031.01	Court Clerk	Y
43-4031.01	Court Specialist	N
43-4031.01	Courtroom Clerk	Y
43-4031.01	Deputy Clerk	Y
43-4031.01	Deputy Clerk of Court	Y
43-4031.01	Deputy Court Clerk	N
43-4031.01	Law Clerk	N
43-4031.02	City Clerk	Y
43-4031.02	City Recorder	N
43-4031.02	City Secretary	N
43-4031.02	Clerk	N
43-4031.02	Deputy City Clerk	Y
43-4031.02	Deputy Clerk	N
43-4031.02	Municipal Clerk	Y
43-4031.02	Recorder	N
43-4031.02	Town Clerk	Y
43-4031.02	Township Clerk	N
43-4031.03	Clerk	Y
43-4031.03	Dealer Support Technician	N
43-4031.03	License and Permit Specialist	N
43-4031.03	License Clerk	Y
43-4031.03	Licensing Specialist	N
43-4031.03	Motor Vehicle Field Representative (MVFR)	Y
43-4031.03	Motor Vehicle License Clerk	N
43-4031.03	Motor Vehicle Representative	N
43-4031.03	Permit Specialist	N
43-4031.03	Program Technician	Y
43-4041.01	Business Manager	Y
43-4041.01	Credit Administrator	Y
43-4041.01	Credit Director	Y
43-4041.01	Credit Manager	Y
43-4041.02	Commercial Credit Reviewer	N
43-4041.02	Commercial Loan Reviewer	N
43-4041.02	Credit Administrator	Y
43-4041.02	Credit Investigator	Y
43-4041.02	Credit Manager	Y
43-4041.02	Credit Processor	Y
43-4041.02	Credit Representative	N
43-4051.00	Account Manager	N
43-4051.00	Account Representative	Y
43-4051.00	Call Center Representative	Y
43-4051.00	Client Services Representative	N
43-4051.00	Customer Care Representative (CCR)	N
43-4051.00	Customer Service Agent	Y
43-4051.00	Customer Service Representative (Customer Service Rep)	Y
43-4051.00	Customer Service Specialist	N
43-4051.00	Member Services Representative	N
43-4051.00	Sales Facilitator	N
43-4051.03	Admissions Coordinator	N
43-4051.03	Case Manager	Y
43-4051.03	Medicaid Service Coordinator (MSC)	Y
43-4051.03	Patient Access Specialist	N
43-4051.03	Patient Advocate	Y
43-4051.03	Patient Representative	Y
43-4051.03	Service Coordinator	N
43-4061.00	Business Employment Specialist	N
43-4061.00	Career Consultant	Y
43-4061.00	Client Services Representative	N
43-4061.00	Eligibility Specialist	Y
43-4061.00	Eligibility Technician	N
43-4061.00	Employment Adjudicator	N
43-4061.00	Employment Specialist	N
43-4061.00	Family Independence Case Manager	N
43-4061.00	Work Force Advisor	Y
43-4061.00	Workforce Services Representative (WSR)	Y
43-4071.00	Claims Clerk	N
43-4071.00	Clerk	N
43-4071.00	Documentation Specialist	N
43-4071.00	File Clerk	Y
43-4071.00	Human Resources Assistant (HR Assistant)	N
43-4071.00	Manufacturing Clerk	N
43-4071.00	Medical Records Clerk	Y
43-4071.00	Office Assistant	Y
43-4071.00	Police Records Clerk	N
43-4071.00	Records Clerk	Y
43-4081.00	Desk Clerk	N
43-4081.00	Front Desk Agent	Y
43-4081.00	Front Desk Associate	N
43-4081.00	Front Desk Attendant	N
43-4081.00	Front Desk Clerk	Y
43-4081.00	Front Desk Supervisor	N
43-4081.00	Front Office Agent	N
43-4081.00	Guest Service Representative	N
43-4081.00	Guest Services Agent (GSA)	Y
43-4081.00	Night Auditor	Y
43-4111.00	Admissions Clerk	Y
43-4111.00	Admissions Representative	N
43-4111.00	Admitting Clerk	Y
43-4111.00	Interviewer	Y
43-4111.00	Market Research Interviewer	N
43-4111.00	Patient Services Representative	N
43-4111.00	Registrar	Y
43-4111.00	Registration Clerk	N
43-4111.00	Research Interviewer	N
43-4111.00	Telephone Interviewer	N
43-4121.00	Acquisitions Assistant	N
43-4121.00	Cataloging Assistant	N
43-4121.00	Circulation Supervisor	N
43-4121.00	Library Aide	Y
43-4121.00	Library Assistant	Y
43-4121.00	Library Circulation Assistant	Y
43-4121.00	Library Clerical Assistant	N
43-4121.00	Library Clerk	Y
43-4121.00	Library Services Assistant	N
43-4121.00	Library Technical Assistant	N
43-4131.00	Closer	N
43-4131.00	Loan Analyst	Y
43-4131.00	Loan Clerk	N
43-4131.00	Loan Closer	N
43-4131.00	Loan Officer	Y
43-4131.00	Loan Processor	Y
43-4131.00	Mortgage Loan Processor	Y
43-4131.00	Processor	N
43-4131.00	Production Assistant	N
43-4131.00	Underwriter	N
43-4141.00	Administrative Assistant	N
43-4141.00	Customer Service Representative	Y
43-4141.00	Financial Services Representative	N
43-4141.00	Loan Processor	N
43-4141.00	Member Service Representative	Y
43-4141.00	New Accounts Representative	Y
43-4141.00	Personal Banker	Y
43-4141.00	Relationship Manager	N
43-4141.00	Retail Banker	N
43-4141.00	Retail Service Representative	N
43-4151.00	Administrative Assistant	N
43-4151.00	Customer Service Representative	Y
43-4151.00	Hub Associate	N
43-4151.00	Materials Scheduler	N
43-4151.00	Materials Specialist	Y
43-4151.00	Order Analyst	N
43-4151.00	Order Clerk	Y
43-4151.00	Order Entry Administrator	N
43-4151.00	Order Entry Representative	N
43-4151.00	Warehouse Clerk	Y
43-4161.00	Administrative Assistant	Y
43-4161.00	Human Resources Administrative Assistant	N
43-4161.00	Human Resources Assistant (HR Assistant)	Y
43-4161.00	Human Resources Associate (HR Associate)	N
43-4161.00	Human Resources Consultant (HR Consultant)	N
43-4161.00	Human Resources Coordinator (HR Coordinator)	N
